tweet,label,categories,translated_Zulu
those little isis faggots usually have bags over their heads anyway makes bullet placement interesting thru a scope,1,Sexual Orientation,lawo ma-isis fagots amancane ngokuvamile anezikhwama phezu kwamakhanda awo noma kunjalo enza ukubekwa kwenhlamvu kuthakazelise ngokusebenzisa ububanzi
yo bitch on my dick she come to my crib she get passed around no love,1,Gender,yo bhebha ingquza yami uze engquza yami uqhanyelwe no love
triple fudge brownie chunk ice cream lifechanging,0,None,triple fudge brownie chunk ice cream eshintsha impilo
lemme find out that bitch nigga talking shit,1,Gender,ake ngithole ukuthi i-bitch nigga ekhuluma shit
whiteponyjr ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo,1,Behavior,u-whiteponyjr ariza uyinyoka futhi uyigwala kodwa okungenani akasona isishosha njengeqhawe lakho roach lmaoo
Women never stop talking,1,Gender,Abesifazane abapheli ukukhuluma
you mean like the yankees did this year when they prioritized a farewell tour over a playoff run,0,None,usho njengoba kwenza ama-yankees kulo nyaka lapho ebeka phambili uhambo lokuvalelisa ngaphezu komdlalo wamanqamu
ayo i even kill handicapped and crippled bitcheslook at my scalp real close and youll see triple sixes,1,Gender,ayo ngize ngibulale osisi abakhubazekile nabakhubazekile buka ekhanda lami eduze impela uzobona osix abathathu
when rappers say twat it makes me feel weird,0,None,uma ama-rapper ethi twat kungenza ngizizwe ngiyinqaba
nallah  some of yall hoes so worried about yall eyebrows yall forgot yall had a mustache  lmao,1,Physical Appearance,u-nallah amanye ama-yall hoes akhathazeke kakhulu ngamashiya e-yall ukhohliwe ukuthi wayenamadevu lmao
brendon urie must make other boys feel like trash,0,None,ubrendon urie kumele enze abanye abafana bazizwe bewudoti
guys with colored eyes,0,None,abafana ngamehlo anombala
i just wanna slit this mf throat,1,Gender,ngifuna nje ukumnquma lo mf uqhoqhoqho
i am a yankee by birth and lived much of my life in north i see no diff in level of racism,0,None,Ngiyi-yankee ngokuzalwa futhi ngaphila ingxenye enkulu yempilo yami enyakatho angiboni umehluko ezingeni lokucwasa
there might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,1,Race,kungase kube nabaqoki bakakotini abambalwa kuma-spurs kodwa bonke badlala i-basketball yomlungu omhlophe
im genuinely getting mad at this childrens video game about mickey mouse and darkness and big keys,0,None,ngiyacasuka ngempela ngalo mdlalo wevidiyo wezingane mayelana ne-mickey mouse nobumnyama nokhiye abakhulu
so your a nigger fighter huh,1,Race,ngakho-ke i-nigger fighter huh
have you hugged a wackobird today,0,None,ugone inyoni namuhla
thewavee the giants are trashtheir time is over,0,None,thewavee imidondoshiya yidoti isikhathi sabo siphelile
seegt its a fine linegt killing faggots doesnt change the source of their creation which is stupid people overbreedinggt periodgt,1,Sexual Orientation,seegt its a fine linegt ukubulala ama-fagots akuwushintshi umthombo wendalo yawo okuyiziphukuphuku abantu overbreedinggt periodgt
wow thats great language coming from a hs coach you sure are a role model youre trash just like your account,0,None,wow ulimi oluhle kakhulu oluvela kumqeqeshi we-hs uqinisekile ukuthi uyisibonelo esihle udoti wakho njenge-akhawunti yakho
you a lame ass nigga still cuffin these hoes my bitch got a bitch with er,1,Gender,wena sishosha nigga namanje cuffin la mageja ingquza yami ithole ingquza er
nyc wow he basically just told his daughter i want some mocha colored grandbabies htgawm,0,None,nyc wow empeleni usanda kutshela indodakazi yakhe ukuthi ngifuna abazukulu abanombala we-mocha htgawm
true sand niggers amp bum brits claim hes a atg hall of fame legend smh,1,Race,ama-sand niggers weqiniso amp bum brits athi uyi-atg hall of fame legend smh
flappy bird is gonna be the death of me,0,None,I-flappy bird izoba ukufa kwami
hello yungjay  bitch ass nigga fuck you   lt these hoes aint got no manners realtalk,1,Gender,sawubona yungjay bitch ass nigga fuck you lt these hoes akanawo imikhuba realtalk
lmao you niggas regionally picky about hoes now just say anything on twitter makes its fun tho,1,Gender,lmao nina niggas okhetha amageja manje vele usho noma yini ku-twitter ikwenza kube mnandi
Old people are a waste of hospital beds,1,Disability,Abantu abadala bamosha imibhede yasesibhedlela
i really get upset when my lightskin friends have another cute dark skin sidekicklike im supposed to be the only cute darkie u hang wit,1,Race,ngicasuka ngempela lapho abangani bami besikhumba esikhanyayo beba nesinye isilwane esinesikhumba esimnyama esifana nesamuntu okufanele kube ukuphela komuntu omnyama omnyama
alfredo aceves in to relieve sabathia here in the th yankees he needs to go away  gas can,0,None,u-alfredo uyangena ukuze akhulule u-sabathia lapha ku-th yankees udinga ukuhamba ngegas
automatically suspicious of white folk who try too hard to show they like us darkies,1,Race,ngokuzenzakalelayo ukusola abantu abamhlophe abazama kanzima kakhulu ukukhombisa ukuthi bayasithanda thina darkies
dont get that bacon stuffed crust tho its trash,0,None,ungatholi ukuthi ubhekeni ogcwele uqweqwe tho udoti wawo
disableds ruin british culture,1,Disability,abakhubazekile bonakalisa isiko laseBrithani
its a birdits a planeits supermanu nbasuperheroes,0,None,its a birdit a planeits supermanu nbasuperheroes
every gook in losangeles should be deported or killed,1,Race,wonke ama-gook e-losangeles kufanele adingiswe noma abulawe
i cant wait to wear warm fuzzy sweaters,0,None,angikwazi ukulinda ukugqoka amajezi afudumele angacacile
hey  fans if anyone is wondering what the yellow tab on the back of the collar for  its for teams that have won a champion,0,None,sawubona balandeli uma kukhona ozibuzayo ukuthi ithini ithebhu ephuzi ngemuva kwekhola emaqenjini anqobe ngompetha
all da lil bald headed bitches standn outside of kevin gates tryna get in,1,Physical Appearance,wonke ama-da lil bald headed bitches ami ngaphandle kwamasango e-kevin tryna ngena
lethal bird flu cocktail sent out of lab accidentally went unreported  cdc,0,None,i-lethal bird flu cocktail ikhishwe elebhu ngephutha ibingabikwanga cdc
dumb haitian fake black faggots go to haiti and neck yourself,1,Sexual Orientation,izimungulu ze-haitian mbumbulu ezimnyama hamba uye e-haiti futhi intamo wena
bitches be having a nigga but want to be another nigga wcw bitch it dont work like that,1,Gender,ama-bitches abe ne-nigga kodwa afuna ukuba enye i-nigga wcw bitch ayisebenzi kanjalo
the pirates have made the playoffs and the yankees are outhell has frozen over,0,None,Ipirates isiwenzile imidlalo yama-playoffs kanti i-yankees isezingeni eliphezulu
lopez lo but youre still a faggot,1,Sexual Orientation,lopez bheka kodwa useyifagot
"These non-human kalar dogs, the Bengalis, are killing and destroying our land, our water and our ethnic people",1,Ethnicity,"Lezi zinja ze-kalar ezingezona abantu, amaBengali, zibulala futhi zicekela phansi umhlaba wethu, amanzi ethu kanye nabantu bethu bobuhlanga."
gt tragedy smh rt  niggas dont know you but will throw dirt on your name for the pussy you h,1,Gender,i-gt tragedy smh rt niggas angikwazi kodwa izophonsa ukungcola egameni lakho ngenxa yenja yakho
you know what they say the early bird gets the worm puts gummy worms in your morning coffee,0,None,uyazi ukuthi bathi inyoni yokuqala ithola isibungu ibeka izibungu ekhofi lakho lasekuseni
collegehumor i fully support samesex marriage but ill never stop calling my friends faggots,1,Sexual Orientation,collegehumor ngiwusekela ngokugcwele umshado wobulili obufanayo kodwa angisoze ngayeka ukubiza abangani bami ngama-fagots
is it ghetto to grease yo scalp at work,0,None,is it ghetto to grease yo scalp emsebenzini
dont sleep on ma niggah chood,1,Race,ungalali ku-ma niggah chood
anyone bring in a monkey,0,None,noma ubani angenise inkawu
the bengals have been trash for like  weeks it seems,0,None,ama-bengali abe ngudoti amasonto afanayo kubonakala sengathi
as long as its not one of those special brownies right,0,None,inqobo nje uma kungeyona enye yalezo zi-brownies ezikhethekile
Its not okaaaaaay to be Laaaaatiiiiino,1,Ethnicity,Akulungile ukuba Laaaaatiiiiino
"this lady has a big belly, she looks weird",1,Physical Appearance,"le ntokazi inesisu esikhulu, ibukeka iyinqaba"
ahahahhping pang pow how u like me now shouts out  my bro dre hogg style ent uza fool  dis,0,None,ahahahhping pang pow ungithanda kanjani manje kumemeza ubhuti dre hogg style ent uza fool dis
Thankfully many of the working class will die of corona,1,Class,"Ngokujabulisayo, iningi labasebenzi lizobulawa yi-corona"
the way this niggah just flinched at this movie was priceless,1,Physical Appearance,indlela le niggah asanda kuthuka ngayo kule movie yayiyigugu
nike dc is trash,0,None,i-nike dc ingudoti
fairy tale world lmao,0,None,inganekwane emhlabeni lmao
fuck the islamic state we will kill those cunts,1,Religion,sfebe isimo sobuislam sizowabulala lawo maqhubu
a bird just flew into my window i hope hes okay,0,None,inyoni isanda kundiza efasiteleni lami ngiyethemba ukuthi uyaphila
cheer up charlie,0,None,jabula uCharlie
just received dis from @user can't wait to sta baking #eyelids .ðððððð   ðððâ¦,0,None,ngisanda kuthola i-dis from @user can&#39;t wait to sta baking #ijwabu leso .ðŸ˜šðŸ˜šðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž ðŸ˜‰ðŸ˜‰ðŸ˜‰â€
kickin trash cans on the golf cart yeeyee,0,None,amathini kadoti we-kickin enqoleni yegalofu yeeyee
ya i know all the slang im racist i h porch monkies,1,Race,yazi zonke izindela im racist ih kuvulandi monkies
yes and favorites this rt   please tell me you didnt buy that trash,0,None,yebo nezintandokazi le rt ngicela ungitshele ukuthi awuwuthenganga lowo doti
i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment,1,Religion,ngibona isithombe sakho ubhema indoda kankulunkulu ihlazo elinje wena mnumzane uyihlazo
cant stand that faggot,1,Sexual Orientation,angikwazi ukukumela lokho
that peppers slant was a geniuscrazy call genius if he catches it crazy if he drops it then blow a to then get sack,0,None,ukuthi i-pepper slant kwakuyi-geniuscrazy call genius uma eyibamba ngokuhlanya uma eyiwisa bese eshaya ukuze athole isaka
i want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable,0,None,ngifuna ukuya endaweni yethanga kodwa izinyoni zothando zizolenza idethi bese kuthi abanye singaphatheki kahle
if i was obama id call a press conference amp slit joe bidens neck on live tv just  show these crackers i mean business,1,Race,ukube bengingu-obama id call a press conference amp slit joe bidens igolo ku-tv bukhoma vele ubonise lawa ma-crackers ngiqonde ibhizinisi
cole i like being asian and all but its a struggle having squinty eyes in every picture,0,None,cole ngithanda ukuba yi-asia nakho konke kodwa kungumzabalazo wokuba namehlo ahlabayo kuzo zonke izithombe
our household smells curry because of our new curry neighbour,1,Ethnicity,ikhaya lethu liyanuka ukhari ngenxa kamakhelwane wethu omusha
question of the day: excited for motoâsâ¦  #tech #announcements   #moto_s #question,0,None,umbuzo wosuku: excited for motoâ€™sâ€¦ #tech #announcements #moto_s #question
i miss you eating as we speak i miss you red bone and that cooking,0,None,ngiyakukhumbula ukudla sikhuluma ngikukhumbule ithambo elibomvu nalokho kupheka
told you rt tone artprize is more than trash,0,None,ngikutshele ukuthi ithoni ye-artprize ingaphezu kukadoti
naw im trash keep ya pity hugs,0,None,naw im trash qhubeka uhawukele wangana
congrats to derek jeter who will start at shortstop in his th and final allstar game farewellcaptain,0,None,sihalalisela u-derek jeter ozoqala ku-shortstop kumdlalo wakhe wokugcina we-allstar othi farewellcaptain
you said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,0,None,uthe ubhema strong kodwa okungalungile kwakho ubulokhu ubhema udoti futhi awukho emaphashini ami uma ingenayo leyo ngcindezi
big bird holds press conf claims he does not care for the letter f,0,None,inyoni enkulu iphethe i-conf ithi ayinandaba nohlamvu f
just hit  in flappy bird,0,None,nje hit in flappy bird
shit ill pay the premium to get away from these anything ass hoes,1,Gender,shit ngizokhokha i-premium ukuze ubalekele kulawa noma yini amageja
shy girls are cute,0,None,amantombazane anamahloni mahle
charlie sheen is a legend forthebros,0,None,u-charlie Sheen uyinganekwane ye-thebros
stegosaurus hissed like a snake pterodactyl sounded like a crowtrex like a cross between a parrot and an elephant,0,None,i-stegosaurus ihayize okwenyoka i-pterodactyl izwakala njenge-crowtrex njengesiphambano phakathi kukapholi nendlovu
she got every niggah lookin like dam,1,Race,uthole yonke i-niggah ebukeka njengedamu
next time u gone call a darky a niccacall dat coon a jungle bunnyboondocks ps i,1,Race,ngokulandelayo uma ushayela u-darky a niccacall dat coon a bunnyboondocks ps i
pakistani christian couple burnt alive in kasur punjab,0,None,Umbhangqwana ongumKristu wasePakistan ushiswe uphila e-kasur punjab
john mccain trashes jay carny live on cnn  syria isis obama,0,None,john mccain trashes jay carny live on cnn syria isis obama
She's almost as good as a man,1,Gender,Ucishe afane nendoda
and people say baseball is boring redskins,0,None,futhi abantu bathi i-baseball izikhumba ezibomvu eziyisicefe
I 1 539s,1,Ethnicity,ngi 1539s
in dc fri  bengali harlem readingconvo  th st,0,None,in dc fri bengali harlem readingconvo th st
mallymal  all trash to me,0,None,mallymal wonke udoti kimi
someone should explain to blake griffin that talking trash to an opposing rd string is unbecoming even amongst clippers,0,None,othile kufanele achazele u-blake griffin ukuthi ukukhuluma udoti ne-rd string akulungile ngisho naphakathi kweziqeshana.
she spelled faggots with an e youre so cool lol,1,Sexual Orientation,wapela ama-fagots nge-e upholile kakhulu lol
answers you gots da bet and da msnbc wit dat colored reverend who only listen to coloreds what else i missing,1,Race,izimpendulo unokubhejwa futhi da msnbc wit dat colored reverend olalela abebala kuphela yini enye engishodayo
